Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,6,0,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,10,1.27E-06,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,13,2.08E-06,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,17,2.78E-06,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,21,3.36E-06,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,25,0.000003588,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,28,2.89E-06,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,29,0.000003125,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,32,1.27E-06,s^-1,-41.27,174.85
Fibrocapsa japonica strain CAWR-19,Fibrocapsa japonica,de Boer et al. (2005),growth rate,35,0,s^-1,-41.27,174.85
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,9.5,0,s^-1,54.12,8.86
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,12.5,2.20E-06,s^-1,54.12,8.86
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,16.5,3.70E-06,s^-1,54.12,8.86
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,21,4.17E-06,s^-1,54.12,8.86
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,24.5,4.63E-06,s^-1,54.12,8.86
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,27.5,0.000003588,s^-1,54.12,8.86
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,29,3.47E-06,s^-1,54.12,8.86
Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,de Boer et al. (2005),growth rate,32,0,s^-1,54.12,8.86
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,9.5,0,s^-1,34.3,134.25
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,12.5,1.04E-06,s^-1,34.3,134.25
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,16.5,2.55E-06,s^-1,34.3,134.25
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,21,3.94E-06,s^-1,34.3,134.25
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,24.5,4.17E-06,s^-1,34.3,134.25
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,27.5,0.000002662,s^-1,34.3,134.25
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,29,1.97E-06,s^-1,34.3,134.25
Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,de Boer et al. (2005),growth rate,32,0,s^-1,34.3,134.25
Fibrocapsa japonica,Fibrocapsa japonica,Khan et al. (1996),growth rate,10,0.000002662,s^-1,NA,NA
Fibrocapsa japonica,Fibrocapsa japonica,Khan et al. (1996),growth rate,15,4.98E-06,s^-1,NA,NA
Fibrocapsa japonica,Fibrocapsa japonica,Khan et al. (1996),growth rate,20,5.21E-06,s^-1,NA,NA
Fibrocapsa japonica,Fibrocapsa japonica,Khan et al. (1996),growth rate,25,5.32E-06,s^-1,NA,NA
Fibrocapsa japonica,Fibrocapsa japonica,Khan et al. (1996),growth rate,30,3.24E-06,s^-1,NA,NA
Fragilaria barbararum,Fragilaria barbararum,Karsten et al. (2005),growth rate,0,3.70E-06,s^-1,NA,NA
Fragilaria barbararum,Fragilaria barbararum,Karsten et al. (2005),growth rate,5,6.48E-06,s^-1,NA,NA
Fragilaria barbararum,Fragilaria barbararum,Karsten et al. (2005),growth rate,10,1.03E-05,s^-1,NA,NA
Fragilaria barbararum,Fragilaria barbararum,Karsten et al. (2005),growth rate,15,1.12E-05,s^-1,NA,NA
Fragilaria crotonensis,Fragilaria crotonensis,Dauta et al. (1990),growth rate,10,0.000002662,s^-1,NA,NA
Fragilaria crotonensis,Fragilaria crotonensis,Dauta et al. (1990),growth rate,15,0.000003588,s^-1,NA,NA
Fragilaria crotonensis,Fragilaria crotonensis,Dauta et al. (1990),growth rate,20,5.21E-06,s^-1,NA,NA
Fragilaria crotonensis,Fragilaria crotonensis,Dauta et al. (1990),growth rate,25,0.000006713,s^-1,NA,NA
Fragilaria crotonensis,Fragilaria crotonensis,Dauta et al. (1990),growth rate,30,4.86E-06,s^-1,NA,NA
Fragilaria crotonensis,Fragilaria crotonensis,Dauta et al. (1990),growth rate,35,2.43E-06,s^-1,NA,NA
Fragilaria striatula,Grammonema striatula,Karsten et al. (2005),growth rate,0,3.94E-06,s^-1,NA,NA
Fragilaria striatula,Grammonema striatula,Karsten et al. (2005),growth rate,5,7.18E-06,s^-1,NA,NA
Fragilaria striatula,Grammonema striatula,Karsten et al. (2005),growth rate,10,1.39E-05,s^-1,NA,NA
Fragilaria striatula,Grammonema striatula,Karsten et al. (2005),growth rate,15,1.44E-05,s^-1,NA,NA
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,0,5.67E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,0,0.00000625,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,3,5.21E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,3,5.67E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,5,0.00000625,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,5,6.83E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,7,4.40E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,7,5.44E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,9,4.51E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,9,5.44E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,10,0,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,0,4.40E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,0,4.51E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,3,4.63E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,3,5.09E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,4,5.67E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,4,0.00000625,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,7,2.31E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,7,2.89E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,8,0,s^-1,-58,62
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,19,0,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,21,3.47E-07,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,23,9.26E-07,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,25,1.16E-06,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,27,1.39E-06,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,29,1.85E-06,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,31,9.26E-07,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,33,3.47E-07,s^-1,24.708,-81.125
Gambierdiscus toxicus,Gambierdiscus toxicus,Morton et al. (1992),growth rate,35,0,s^-1,24.708,-81.125
Gephyrocapsa oceanica,Gephyrocapsa oceanica,Buitenhuis et al. (2008),growth rate,12,2.20E-06,s^-1,NA,NA
Gephyrocapsa oceanica,Gephyrocapsa oceanica,Buitenhuis et al. (2008),growth rate,15,7.18E-06,s^-1,NA,NA
Gephyrocapsa oceanica,Gephyrocapsa oceanica,Buitenhuis et al. (2008),growth rate,20,9.14E-06,s^-1,NA,NA
Gephyrocapsa oceanica,Gephyrocapsa oceanica,Buitenhuis et al. (2008),growth rate,25,1.01E-05,s^-1,NA,NA
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,9,0,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,12,4.98E-06,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,15,5.44E-06,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,18,0.000009375,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,21,1.02E-05,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,24,1.08E-05,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,27,8.56E-06,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Conte et al. (1998),growth rate,27,1.05E-05,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Rhodes et al. (1995),growth rate,5,0,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Rhodes et al. (1995),growth rate,10,0.000006713,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Rhodes et al. (1995),growth rate,15,1.19E-05,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Rhodes et al. (1995),growth rate,20,1.37E-05,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Rhodes et al. (1995),growth rate,25,1.09E-05,s^-1,-36.3,174.81
"Gephyrocapsa oceanica strain AB1, CAWPOT",Gephyrocapsa oceanica,Rhodes et al. (1995),growth rate,30,0,s^-1,-36.3,174.81
Gephyrocapsa oceanica var. typica strain A4725,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,17,7.41E-06,s^-1,25.74,-80.05
Gephyrocapsa oceanica var. typica strain A4725,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,22,1.17E-05,s^-1,25.74,-80.05
Gephyrocapsa oceanica var. typica strain A4725,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,27,1.50E-05,s^-1,25.74,-80.05
Gephyrocapsa oceanica var. typica strain A4725,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,29,1.48E-05,s^-1,25.74,-80.05
Gephyrocapsa oceanica var. typica strain A4725,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,30,0.000012963,s^-1,25.74,-80.05
Gephyrocapsa oceanica var. typica strain A4727,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,17,6.37E-06,s^-1,25.69,-79.98
Gephyrocapsa oceanica var. typica strain A4727,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,22,1.27E-05,s^-1,25.69,-79.98
Gephyrocapsa oceanica var. typica strain A4727,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,27,1.42E-05,s^-1,25.69,-79.98
Gephyrocapsa oceanica var. typica strain A4727,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,29,1.12E-05,s^-1,25.69,-79.98
Gephyrocapsa oceanica var. typica strain A4727,Gephyrocapsa oceanica,Bollmann et al. (2010),growth rate,30,1.22E-05,s^-1,25.69,-79.98
Gonatozygon monotaenium,Gonatozygon monotaenium,Moss (1973),growth rate,10,0,s^-1,NA,NA
Gonatozygon monotaenium,Gonatozygon monotaenium,Moss (1973),growth rate,14,2.31E-06,s^-1,NA,NA
Gonatozygon monotaenium,Gonatozygon monotaenium,Moss (1973),growth rate,20,2.20E-06,s^-1,NA,NA
Gonatozygon monotaenium,Gonatozygon monotaenium,Moss (1973),growth rate,24,3.82E-06,s^-1,NA,NA
Gonatozygon monotaenium,Gonatozygon monotaenium,Moss (1973),growth rate,30,3.47E-06,s^-1,NA,NA
Gonatozygon monotaenium,Gonatozygon monotaenium,Moss (1973),growth rate,35,0,s^-1,NA,NA
Gonyaulax polyedra,Lingulodinium polyedrum,Meeson and Sweeney (1982),growth rate,10,3.47E-07,s^-1,NA,NA
Gonyaulax polyedra,Lingulodinium polyedrum,Meeson and Sweeney (1982),growth rate,15,1.74E-06,s^-1,NA,NA
Gonyaulax polyedra,Lingulodinium polyedrum,Meeson and Sweeney (1982),growth rate,20,2.43E-06,s^-1,NA,NA
Gonyaulax tamarensis,Gonyaulax tamarensis,Langdon (1987),growth rate,5,1.74E-06,s^-1,NA,NA
Gonyaulax tamarensis,Gonyaulax tamarensis,Langdon (1987),growth rate,10,0.000003125,s^-1,NA,NA
Gonyaulax tamarensis,Gonyaulax tamarensis,Langdon (1987),growth rate,15,6.02E-06,s^-1,NA,NA
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,5.5,8.45E-07,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,8.5,1.10E-06,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,10.5,2.19E-06,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,13,3.14E-06,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,16,0.000003206,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,18,0.000003669,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,20,3.69E-06,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,22.5,3.22E-06,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,24.5,0,s^-1,41.79,-69.95
Alexandrium tamarense clone GTMP,Alexandrium tamarense,Watras et al. (1982),growth rate,26.5,0,s^-1,41.79,-69.95
Guinardia flaccida,Guinardia flaccida,Baars (1981),growth rate,6,0.000003125,s^-1,NA,NA
Guinardia flaccida,Guinardia flaccida,Baars (1981),growth rate,12,6.60E-06,s^-1,NA,NA
Guinardia flaccida,Guinardia flaccida,Baars (1981),growth rate,20,7.64E-06,s^-1,NA,NA
Gymnodinium aureolum,Gyrodinium aureolum,Nielsen & Tonseth (1991),growth rate,13,1.62E-06,s^-1,59.45,10.52
Gymnodinium aureolum,Gyrodinium aureolum,Nielsen & Tonseth (1991),growth rate,15,3.36E-06,s^-1,59.45,10.52
Gymnodinium aureolum,Gyrodinium aureolum,Nielsen & Tonseth (1991),growth rate,18,4.17E-06,s^-1,59.45,10.52
Gymnodinium aureolum,Gyrodinium aureolum,Nielsen & Tonseth (1991),growth rate,20,4.63E-06,s^-1,59.45,10.52
Gymnodinium aureolum,Gyrodinium aureolum,Nielsen & Tonseth (1991),growth rate,23,4.40E-06,s^-1,59.45,10.52
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,10,0,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,11.5,1.01E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,13,1.04E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,15,1.64E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,17,1.93E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,18,0.000001875,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,20,1.84E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,21,2.06E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,23,2.09E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,25,2.28E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,26,2.09E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,27.5,2.19E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,29,2.45E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,30,1.28E-06,s^-1,26.65,-111.8
Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,Band-Schmidt (2004),growth rate,32.5,0,s^-1,26.65,-111.8
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,10,0,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,13,9.26E-07,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,15,1.74E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,17,0.000003125,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,18,3.47E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,20,3.24E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,21.5,3.36E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,22.5,4.28E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,24,4.28E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,25.5,3.82E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,26.5,4.17E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,27.5,4.17E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo and Anderson (1994),growth rate,29,0,s^-1,42.43,-8.95
Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,Sundstrom et al. (2009),growth rate,0,3.01E-06,s^-1,58.88,20.32
Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,Sundstrom et al. (2009),growth rate,2,3.36E-06,s^-1,58.88,20.32
Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,Sundstrom et al. (2009),growth rate,4,3.82E-06,s^-1,58.88,20.32
Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,Sundstrom et al. (2009),growth rate,6,0.000003588,s^-1,58.88,20.32
Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,Sundstrom et al. (2009),growth rate,8,1.16E-06,s^-1,58.88,20.32
Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,Sundstrom et al. (2009),growth rate,10,8.10E-07,s^-1,58.88,20.32
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,15,0,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,16,0,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,20,5.21E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,20,7.06E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,21,0.000005787,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,21,5.90E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,24,7.99E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,24,8.10E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,24,8.22E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,24,8.68E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,27,8.56E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,27,9.26E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,28,7.41E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,28,9.95E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,30,3.24E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,30,4.28E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,31,6.60E-06,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,31,0.000006713,s^-1,9.81,-89.24
Gymnodinium isolate 581 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,32,0,s^-1,9.81,-89.24
Gymnodinium isolate 582 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,15,0,s^-1,14.67,-96.98
Gymnodinium isolate 582 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,19,7.06E-06,s^-1,14.67,-96.98
Gymnodinium isolate 582 (probably G. simplex),Gymnodinium,Thomas (1966),growth rate,19,7.41E-06,s^-1,14.67,-96.98
